Community_Name,Sector,Side,Per_capita_income,Percent_unemployed,Percent_without_diploma,Percent_households_below_poverty,Neighborhood,Ward,ZIP,Police_District,Unit_ID,Violation_ID,Issued_year,Time_of_day,License_plate_origin,Vehicle_type
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,42,60654,18,498,79,2004,Midday,In-state,TRK
Near North Side,Near North Side,Central,88669,7,2.5,12.9,S,2,60611,18,152,6,2003,Midday,In-state,TRK
Hyde Park,Other S/SE/SW Side,South Side,39056,8.4,4.3,18.4,HP2,4,60615,2,21,65,2000,Morning,In-state,PAS
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,LP,43,60614,19,502,113,2002,Midday,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,44,60657,19,502,44,2008,Overnight,In-state,PAS
New City,Other S/SE/SW Side,Southwest Side,12765,23,41.5,29,NC1,15,60609,9,9,163,2016,Morning,In-state,PAS
Near South Side,Near South Side,Central,59077,4.9,7.4,13.8,NS,3,60605,1,1,163,2017,Midday,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,LI,27,60612,12,498,178,2009,Midday,Out-of-state,PAS
West Elsdon,Other S/SE/SW Side,Southwest Side,15754,16.7,37,15.6,WE,13,60629,8,501,123,2001,Morning,In-state,PAS
Hyde Park,Other S/SE/SW Side,South Side,39056,8.4,4.3,18.4,HP2,5,60615,2,498,6,2010,Morning,In-state,PAS
Edgewater,Other N/NW Side,Far North Side,33385,9.2,9.7,18.2,E1,48,60660,24,498,6,2003,Morning,Out-of-state,PAS
Morgan Park,Other S/SE/SW Side,Far Southwest Side,27149,15,10.8,13.2,MP3,19,60643,22,498,123,2011,Midday,In-state,TMP
Loop,Loop,Central,65526,5.7,3.1,14.7,L,34,60605,1,498,113,2003,Morning,Out-of-state,PAS
Irving Park,Other N/NW Side,Northwest Side,27249,10,22.4,13.1,IP,30,60641,17,17,155,2015,Morning,Out-of-state,PAS
Portage Park,Other N/NW Side,Northwest Side,24336,12.6,19.3,11.6,PP,30,60641,16,16,89,2001,Midday,In-state,PAS
Greater Grand Crossing,Other S/SE/SW Side,South Side,17285,23,16.5,29.6,GC1,6,60621,7,7,179,2009,AfterWork,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,44,60657,19,19,65,2011,Midday,Out-of-state,PAS
Albany Park,Other N/NW Side,Far North Side,21323,10,32.9,19.2,AP2,33,60625,17,502,116,2018,Midday,In-state,PAS
Calumet Heights,Other S/SE/SW Side,Far Southeast Side,28887,20,11,11.5,CH,7,60617,4,4,185,2013,Midday,In-state,PAS
Chicago Lawn,Other S/SE/SW Side,Southwest Side,13231,17.1,31.2,27.9,CL,16,60629,8,20,136,2005,Overnight,In-state,PAS
Lincoln Square,Other N/NW Side,Far North Side,37524,8.2,13.4,10.9,LS1,40,60625,20,498,178,2006,Morning,In-state,PAS
Portage Park,Other N/NW Side,Northwest Side,24336,12.6,19.3,11.6,PP,38,60634,16,16,144,1999,Evening,In-state,PAS
West Pullman,Other S/SE/SW Side,Far Southeast Side,16563,19.4,20.5,25.9,WP1,9,60628,5,5,161,2000,Evening,Out-of-state,PAS
Gage Park,Other S/SE/SW Side,Southwest Side,12171,18.2,51.5,23.4,GP3,15,60629,8,498,44,2002,Morning,In-state,PAS
Morgan Park,Other S/SE/SW Side,Far Southwest Side,27149,15,10.8,13.2,MP3,21,60643,22,498,113,2007,Morning,In-state,PAS
Roseland,Other S/SE/SW Side,Far Southeast Side,17949,20.3,16.9,19.8,R2,9,60628,5,498,154,2008,Midday,In-state,PAS
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,LP,32,60647,19,20,124,1999,Morning,In-state,PAS
Brighton Park,Other S/SE/SW Side,Southwest Side,13089,13.9,45.1,23.6,BP,12,60632,9,9,105,2006,Midday,In-state,PAS
Auburn Gresham,Other S/SE/SW Side,Far Southwest Side,15528,28.3,18.5,27.6,AG,21,60620,6,6,10,2004,Morning,In-state,TRK
Woodlawn,Other S/SE/SW Side,South Side,18672,23.4,16.5,30.7,W1,20,60637,3,3,185,2015,AfterWork,In-state,PAS
North Lawndale,Other W Side,West Side,12034,21.2,27.6,43.1,NL,28,60612,11,498,6,2014,Morning,In-state,PAS
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,Sa,43,60614,19,498,113,2002,Morning,In-state,PAS
Loop,Loop,Central,65526,5.7,3.1,14.7,L,42,60606,1,495,1,2004,Midday,In-state,PAS
Greater Grand Crossing,Other S/SE/SW Side,South Side,17285,23,16.5,29.6,GC1,5,60619,3,3,169,2003,AfterWork,In-state,PAS
New City,Other S/SE/SW Side,Southwest Side,12765,23,41.5,29,NC1,15,60609,9,502,1,2013,Midday,In-state,TRK
Hyde Park,Other S/SE/SW Side,South Side,39056,8.4,4.3,18.4,HP2,5,60615,2,502,26,2010,Evening,In-state,PAS
South Deering,Other S/SE/SW Side,Far Southeast Side,14685,16.3,21,29.2,SD,7,60617,4,4,154,1999,Morning,In-state,PAS
New City,Other S/SE/SW Side,Southwest Side,12765,23,41.5,29,NC1,15,60609,9,9,105,2016,Midday,In-state,PAS
East Side,Other S/SE/SW Side,Far Southeast Side,17104,12.1,31.9,19.2,ES,10,60617,4,4,1,2015,Evening,In-state,TMP
Jefferson Park,Other N/NW Side,Far North Side,27751,12.4,13.4,8.6,JP2,45,60630,16,16,6,2017,Midday,In-state,PAS
Hyde Park,Other S/SE/SW Side,South Side,39056,8.4,4.3,18.4,HP2,5,60615,2,498,10,2011,Midday,In-state,PAS
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,LP,43,60614,18,498,26,2009,Midday,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,GC2,2,60610,18,498,10,2006,Midday,In-state,PAS
Greater Grand Crossing,Other S/SE/SW Side,South Side,17285,23,16.5,29.6,GC1,6,60619,3,6,169,2003,Midday,In-state,PAS
South Shore,Other S/SE/SW Side,South Side,19398,20,14,31.1,SS,7,60649,4,498,6,2002,Midday,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,LI,34,60607,12,12,44,2003,Overnight,In-state,PAS
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,LP,32,60614,18,2,105,1998,Overnight,In-state,PAS
Belmont Cragin,Other N/NW Side,Northwest Side,15461,14.6,37.3,18.7,BC,31,60639,25,498,6,2006,Morning,In-state,PAS
West Lawn,Other S/SE/SW Side,Southwest Side,16907,9.6,33.6,14.9,WL1,23,60629,8,8,10,2003,AfterWork,In-state,PAS
Logan Square,Logan Square,North Side,31908,8.2,14.8,16.8,LS2,35,60647,14,10,44,2008,Evening,In-state,TMP
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,LP,43,60614,18,502,10,2016,Evening,In-state,PAS
East Garfield Park,Other W Side,West Side,12961,19.6,21.3,42.4,GP1,27,60612,12,25,28,2013,Midday,In-state,PAS
South Lawndale,Other W Side,West Side,10402,15.8,54.8,30.7,LV1,22,60623,10,498,10,2015,Morning,In-state,PAS
Albany Park,Other N/NW Side,Far North Side,21323,10,32.9,19.2,AP2,33,60625,17,17,1,2001,Evening,In-state,PAS
Hyde Park,Other S/SE/SW Side,South Side,39056,8.4,4.3,18.4,HP2,5,60615,2,21,10,2004,Overnight,In-state,PAS
South Lawndale,Other W Side,West Side,10402,15.8,54.8,30.7,LV1,25,60623,10,12,2,1999,Midday,In-state,PAS
East Garfield Park,Other W Side,West Side,12961,19.6,21.3,42.4,GP1,28,60624,11,353,154,2004,AfterWork,In-state,PAS
South Shore,Other S/SE/SW Side,South Side,19398,20,14,31.1,SS,7,60649,4,4,1,2000,Morning,In-state,PAS
Chatham,Other S/SE/SW Side,Far Southeast Side,18881,24,14.5,27.8,C1,8,60619,6,498,10,2012,Midday,Out-of-state,Other
Calumet Heights,Other S/SE/SW Side,Far Southeast Side,28887,20,11,11.5,CH,8,60617,4,0,65,1997,Morning,In-state,TRK
Belmont Cragin,Other N/NW Side,Northwest Side,15461,14.6,37.3,18.7,BC,30,60634,25,502,44,2013,Midday,In-state,PAS
Uptown,Other N/NW Side,Far North Side,35787,8.9,11.8,24,U,48,60640,20,498,113,2016,Morning,In-state,PAS
Rogers Park,Other N/NW Side,Far North Side,23939,8.7,18.2,23.6,RP,49,60626,24,24,8,1999,Midday,In-state,PAS
Edgewater,Other N/NW Side,Far North Side,33385,9.2,9.7,18.2,E1,48,60640,20,0,163,1997,Overnight,In-state,PAS
Humboldt Park,Other W Side,West Side,13781,17.3,35.4,33.9,HP1,26,60651,14,14,10,2012,Evening,Out-of-state,PAS
Loop,Loop,Central,65526,5.7,3.1,14.7,GP2,42,60604,1,11,27,2012,Midday,In-state,PAS
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,LP,32,60614,18,18,10,2001,Midday,In-state,PAS
Hyde Park,Other S/SE/SW Side,South Side,39056,8.4,4.3,18.4,HP2,5,60637,2,2,6,2013,Morning,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,42,60654,18,498,154,2004,Morning,In-state,PAS
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,LP,43,60614,19,502,44,2008,Evening,In-state,PAS
Uptown,Other N/NW Side,Far North Side,35787,8.9,11.8,24,U,46,60640,19,23,10,2007,Overnight,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,42,60654,18,502,26,2010,Evening,In-state,PAS
Rogers Park,Other N/NW Side,Far North Side,23939,8.7,18.2,23.6,RP,49,60626,24,498,113,2001,Morning,In-state,PAS
Jefferson Park,Other N/NW Side,Far North Side,27751,12.4,13.4,8.6,JP2,45,60630,16,498,44,2005,Midday,Out-of-state,PAS
Lincoln Square,Other N/NW Side,Far North Side,37524,8.2,13.4,10.9,LS1,47,60625,19,502,10,2016,AfterWork,In-state,PAS
North Lawndale,Other W Side,West Side,12034,21.2,27.6,43.1,NL,28,60608,10,14,44,2006,Midday,Out-of-state,PAS
Hyde Park,Other S/SE/SW Side,South Side,39056,8.4,4.3,18.4,HP2,5,60637,2,498,1,2007,Midday,In-state,PAS
Belmont Cragin,Other N/NW Side,Northwest Side,15461,14.6,37.3,18.7,BC,30,60639,25,25,44,2013,AfterWork,In-state,PAS
Brighton Park,Other S/SE/SW Side,Southwest Side,13089,13.9,45.1,23.6,BP,12,60632,9,9,105,2008,Midday,In-state,PAS
South Lawndale,Other W Side,West Side,10402,15.8,54.8,30.7,LV1,25,60608,10,10,123,2008,Overnight,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,2,60610,18,498,44,2009,Morning,In-state,PAS
Douglas,Other S/SE/SW Side,South Side,23791,18.2,14.3,29.6,D1,4,60616,2,498,6,2008,Morning,Out-of-state,PAS
South Chicago,Other S/SE/SW Side,Far Southeast Side,16579,19.7,26.6,29.8,SC,10,60617,4,4,177,2001,Evening,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,44,60657,19,23,53,2007,Overnight,Out-of-state,PAS
West Ridge,Other N/NW Side,Far North Side,23040,8.8,20.8,17.2,WR,50,60659,24,24,28,2002,Midday,Out-of-state,PAS
Near South Side,Near South Side,Central,59077,4.9,7.4,13.8,NS,3,60616,1,152,28,2009,Midday,In-state,PAS
Loop,Loop,Central,65526,5.7,3.1,14.7,L,34,60605,1,495,90,2009,Midday,In-state,PAS
South Chicago,Other S/SE/SW Side,Far Southeast Side,16579,19.7,26.6,29.8,SC,10,60617,4,729,26,2011,Midday,In-state,PAS
Archer Heights,Other S/SE/SW Side,Southwest Side,16134,16.5,35.9,14.1,AH,14,60632,8,498,185,2013,Midday,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,44,60657,19,0,113,1998,Midday,In-state,PAS
Portage Park,Other N/NW Side,Northwest Side,24336,12.6,19.3,11.6,PP,30,60641,17,498,144,2010,Morning,In-state,Other
Austin,Other W Side,West Side,15957,22.6,24.4,28.6,A3,28,60644,15,15,10,2016,Midday,In-state,PAS
Kenwood,Other S/SE/SW Side,South Side,35911,15.7,11.3,21.7,K,4,60615,2,498,185,2015,Midday,In-state,PAS
Austin,Other W Side,West Side,15957,22.6,24.4,28.6,A3,28,60644,11,11,28,2014,Midday,In-state,PAS
Loop,Loop,Central,65526,5.7,3.1,14.7,L,34,60602,1,1,1,2017,Evening,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,WL2,34,60607,12,729,113,2017,AfterWork,In-state,PAS
Irving Park,Other N/NW Side,Northwest Side,27249,10,22.4,13.1,IP,30,60618,17,17,10,2005,Evening,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,42,60611,18,502,79,2016,Evening,In-state,PAS
Hyde Park,Other S/SE/SW Side,South Side,39056,8.4,4.3,18.4,HP2,5,60637,2,498,6,2015,Morning,In-state,Other
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,32,60657,19,502,26,2008,Midday,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,44,60657,19,502,26,2008,AfterWork,In-state,PAS
Kenwood,Other S/SE/SW Side,South Side,35911,15.7,11.3,21.7,K,4,60615,2,284,6,2002,Morning,In-state,PAS
South Shore,Other S/SE/SW Side,South Side,19398,20,14,31.1,SS,5,60649,3,3,28,2000,Midday,In-state,PAS
Loop,Loop,Central,65526,5.7,3.1,14.7,L,42,60601,1,211,163,2015,AfterWork,In-state,PAS
North Lawndale,Other W Side,West Side,12034,21.2,27.6,43.1,NL,24,60623,10,10,1,2014,Midday,In-state,TMP
Loop,Loop,Central,65526,5.7,3.1,14.7,L,34,60603,1,152,163,2005,Midday,In-state,TRK
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,42,60654,18,18,1,2003,Overnight,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,Ra,2,60610,18,18,1,2007,Evening,In-state,PAS
Uptown,Other N/NW Side,Far North Side,35787,8.9,11.8,24,U,46,60640,19,502,10,2013,Midday,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,B2,44,60657,19,502,26,2009,Evening,In-state,PAS
South Lawndale,Other W Side,West Side,10402,15.8,54.8,30.7,LV1,25,60623,10,10,28,2012,Midday,Out-of-state,PAS
Brighton Park,Other S/SE/SW Side,Southwest Side,13089,13.9,45.1,23.6,BP,12,60632,8,498,123,2002,Morning,In-state,PAS
Chicago Lawn,Other S/SE/SW Side,Southwest Side,13231,17.1,31.2,27.9,CL,15,60629,8,8,1,2016,Evening,In-state,TRK
Loop,Loop,Central,65526,5.7,3.1,14.7,L,34,60606,1,18,164,2007,Midday,In-state,PAS
New City,Other S/SE/SW Side,Southwest Side,12765,23,41.5,29,NC1,16,60609,9,20,6,2002,Morning,In-state,PAS
Forest Glen,Other N/NW Side,Far North Side,44164,6.8,4.9,7.5,SF,39,60646,17,51,1,2001,Midday,In-state,PAS
Logan Square,Logan Square,North Side,31908,8.2,14.8,16.8,LS2,1,60647,14,14,105,2006,Midday,In-state,PAS
Logan Square,Logan Square,North Side,31908,8.2,14.8,16.8,LS2,26,60647,14,14,105,2007,AfterWork,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,Ra,2,60610,18,18,79,2000,Evening,In-state,PAS
Austin,Other W Side,West Side,15957,22.6,24.4,28.6,A3,29,60644,15,498,44,2007,Morning,In-state,PAS
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,LP,2,60614,18,18,1,2006,Midday,In-state,TRK
Edgewater,Other N/NW Side,Far North Side,33385,9.2,9.7,18.2,E1,48,60640,20,20,177,2006,AfterWork,In-state,PAS
Montclare,Other N/NW Side,Northwest Side,22014,13.8,23.5,15.3,M,29,60634,25,25,144,2010,Evening,In-state,PAS
Lower West Side,Other W Side,West Side,16444,15.8,40.7,25.8,LW,25,60608,10,10,10,2010,Overnight,Out-of-state,PAS
Edgewater,Other N/NW Side,Far North Side,33385,9.2,9.7,18.2,E1,48,60660,24,498,6,2011,Morning,In-state,PAS
Chatham,Other S/SE/SW Side,Far Southeast Side,18881,24,14.5,27.8,C1,6,60619,6,6,11,2007,Morning,In-state,TRK
Near North Side,Near North Side,Central,88669,7,2.5,12.9,OT,2,60610,18,18,154,2002,AfterWork,In-state,PAS
Garfield Ridge,Garfield Ridge (Midway),Southwest Side,26353,11.3,19.3,8.8,GR,13,60629,8,51,1,2005,Midday,In-state,PAS
Armour Square,Other S/SE/SW Side,South Side,16148,16.7,34.5,40.1,C2,11,60616,1,19,65,1999,Midday,Out-of-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,B2,46,60657,19,498,113,2004,Morning,In-state,PAS
South Shore,Other S/SE/SW Side,South Side,19398,20,14,31.1,SS,7,60649,3,498,123,2002,Morning,In-state,PAS
Chicago Lawn,Other S/SE/SW Side,Southwest Side,13231,17.1,31.2,27.9,CL,15,60629,8,8,11,2006,Evening,In-state,PAS
South Deering,Other S/SE/SW Side,Far Southeast Side,14685,16.3,21,29.2,SD,7,60617,4,5,10,2017,Overnight,In-state,PAS
Irving Park,Other N/NW Side,Northwest Side,27249,10,22.4,13.1,IP,33,60618,17,0,11,1998,Evening,Out-of-state,PAS
Gage Park,Other S/SE/SW Side,Southwest Side,12171,18.2,51.5,23.4,GP3,14,60632,9,498,105,2014,Morning,In-state,TRK
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,WL2,28,60607,1,1,1,2007,Overnight,In-state,PAS
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,LP,43,60614,18,502,179,2006,Evening,In-state,PAS
Greater Grand Crossing,Other S/SE/SW Side,South Side,17285,23,16.5,29.6,GC1,6,60619,3,3,44,2007,Evening,In-state,PAS
Washington Heights,Other S/SE/SW Side,Far Southwest Side,19713,20.8,13.7,16.9,WH,21,60620,22,6,155,2002,Midday,In-state,PAS
Irving Park,Other N/NW Side,Northwest Side,27249,10,22.4,13.1,IP,45,60618,17,0,123,1998,Midday,In-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,WP3,1,60622,14,498,10,2010,Midday,In-state,PAS
Hermosa,Other N/NW Side,Northwest Side,15089,13.1,41.6,20.5,H2,26,60639,25,0,94,1996,Morning,In-state,PAS
Gage Park,Other S/SE/SW Side,Southwest Side,12171,18.2,51.5,23.4,GP3,15,60629,8,8,123,1999,Overnight,In-state,TRK
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,LP,43,60614,18,502,113,2017,AfterWork,In-state,PAS
Rogers Park,Other N/NW Side,Far North Side,23939,8.7,18.2,23.6,RP,49,60626,24,24,105,2018,Midday,In-state,PAS
Uptown,Other N/NW Side,Far North Side,35787,8.9,11.8,24,U,47,60640,20,498,10,2007,Morning,In-state,PAS
North Lawndale,Other W Side,West Side,12034,21.2,27.6,43.1,NL,24,60623,10,0,8,1998,Midday,In-state,PAS
Douglas,Other S/SE/SW Side,South Side,23791,18.2,14.3,29.6,D1,3,60653,2,9,28,2002,Evening,In-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,HP1,26,60622,14,14,44,2005,Evening,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,WL2,34,60661,1,498,26,2010,Midday,In-state,TRK
Englewood,Other S/SE/SW Side,Southwest Side,11888,28,28.5,46.6,E2,16,60621,7,7,6,2003,Midday,In-state,TMP
West Garfield Park,Other W Side,West Side,10934,25.8,24.5,41.7,GP1,28,60624,11,0,1,1997,Midday,In-state,PAS
Clearing,Other S/SE/SW Side,Southwest Side,25113,9.5,18.8,8.9,C3,13,60638,8,498,144,2011,Morning,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,UC,34,60612,12,145,105,2013,AfterWork,Out-of-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,WT,27,60642,12,498,10,2015,Midday,In-state,PAS
Portage Park,Other N/NW Side,Northwest Side,24336,12.6,19.3,11.6,PP,38,60634,16,16,28,2009,Overnight,In-state,TMP
Gage Park,Other S/SE/SW Side,Southwest Side,12171,18.2,51.5,23.4,GP3,15,60629,8,498,6,2010,Morning,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,42,60654,18,152,79,2002,Midday,In-state,TRK
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,LI,28,60612,12,498,113,2006,Midday,In-state,PAS
Uptown,Other N/NW Side,Far North Side,35787,8.9,11.8,24,U,46,60640,19,498,6,2010,Morning,In-state,PAS
Loop,Loop,Central,65526,5.7,3.1,14.7,L,34,60602,1,498,10,2016,Morning,In-state,TMP
Near South Side,Near South Side,Central,59077,4.9,7.4,13.8,MC,4,60605,1,1,79,2004,Midday,Out-of-state,PAS
New City,Other S/SE/SW Side,Southwest Side,12765,23,41.5,29,NC1,20,60609,9,11,27,2014,Evening,In-state,PAS
Hermosa,Other N/NW Side,Northwest Side,15089,13.1,41.6,20.5,H2,26,60639,25,25,1,2011,Evening,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,27,60610,18,498,79,2015,Midday,In-state,Other
Chicago Lawn,Other S/SE/SW Side,Southwest Side,13231,17.1,31.2,27.9,CL,17,60636,8,498,30,2012,Morning,In-state,PAS
Logan Square,Logan Square,North Side,31908,8.2,14.8,16.8,LS2,35,60647,14,498,6,2007,Morning,In-state,PAS
Uptown,Other N/NW Side,Far North Side,35787,8.9,11.8,24,U,46,60640,19,498,113,2004,Midday,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,S,42,60611,18,502,79,2012,Evening,In-state,PAS
Austin,Other W Side,West Side,15957,22.6,24.4,28.6,A3,29,60644,15,498,6,2001,Morning,In-state,PAS
West Elsdon,Other S/SE/SW Side,Southwest Side,15754,16.7,37,15.6,WE,23,60632,8,8,123,2011,AfterWork,In-state,PAS
Morgan Park,Other S/SE/SW Side,Far Southwest Side,27149,15,10.8,13.2,MP3,19,60655,22,498,6,2012,Morning,In-state,PAS
Lower West Side,Other W Side,West Side,16444,15.8,40.7,25.8,LW,25,60608,12,498,6,2014,Morning,In-state,PAS
Lower West Side,Other W Side,West Side,16444,15.8,40.7,25.8,LW,25,60608,10,10,155,2018,Morning,In-state,PAS
Englewood,Other S/SE/SW Side,Southwest Side,11888,28,28.5,46.6,E2,16,60621,7,7,123,2002,Morning,In-state,PAS
North Lawndale,Other W Side,West Side,12034,21.2,27.6,43.1,NL,22,60623,10,498,6,2007,Morning,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,42,60654,18,498,26,2008,Morning,In-state,PAS
Lower West Side,Other W Side,West Side,16444,15.8,40.7,25.8,LW,25,60608,12,498,113,2007,Midday,In-state,PAS
Woodlawn,Other S/SE/SW Side,South Side,18672,23.4,16.5,30.7,W1,20,60637,3,3,11,2004,Midday,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,27,60610,18,55,27,2012,AfterWork,Out-of-state,PAS
New City,Other S/SE/SW Side,Southwest Side,12765,23,41.5,29,NC1,11,60609,9,0,123,1998,Morning,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,LI,27,60612,12,0,113,1998,Midday,In-state,PAS
Chicago Lawn,Other S/SE/SW Side,Southwest Side,13231,17.1,31.2,27.9,CL,16,60629,8,498,123,2008,Morning,In-state,PAS
New City,Other S/SE/SW Side,Southwest Side,12765,23,41.5,29,NC1,20,60609,9,498,44,2013,Midday,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,S,2,60611,18,18,79,2003,Evening,In-state,PAS
South Lawndale,Other W Side,West Side,10402,15.8,54.8,30.7,LV1,25,60623,10,0,1,1997,Evening,In-state,PAS
South Lawndale,Other W Side,West Side,10402,15.8,54.8,30.7,LV1,24,60623,10,10,6,2008,Morning,In-state,PAS
Hermosa,Other N/NW Side,Northwest Side,15089,13.1,41.6,20.5,H2,26,60639,25,25,178,2000,Midday,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,44,60657,19,502,26,2010,AfterWork,In-state,PAS
South Shore,Other S/SE/SW Side,South Side,19398,20,14,31.1,SS,7,60649,3,498,105,2018,Morning,In-state,TMP
Uptown,Other N/NW Side,Far North Side,35787,8.9,11.8,24,U,46,60640,19,0,1,1996,Overnight,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,LI,27,60612,12,12,163,2000,Midday,In-state,PAS
Hyde Park,Other S/SE/SW Side,South Side,39056,8.4,4.3,18.4,HP2,5,60615,2,498,113,2015,Morning,In-state,PAS
Gage Park,Other S/SE/SW Side,Southwest Side,12171,18.2,51.5,23.4,GP3,14,60632,9,498,6,2007,Morning,In-state,PAS
East Garfield Park,Other W Side,West Side,12961,19.6,21.3,42.4,GP1,28,60624,11,498,6,2000,Morning,In-state,PAS
Albany Park,Other N/NW Side,Far North Side,21323,10,32.9,19.2,AP2,33,60625,17,17,144,2004,Overnight,In-state,TRK
Near South Side,Near South Side,Central,59077,4.9,7.4,13.8,NS,3,60605,1,18,1,2005,Midday,In-state,PAS
East Garfield Park,Other W Side,West Side,12961,19.6,21.3,42.4,GP1,28,60624,11,11,65,2006,Overnight,In-state,PAS
Rogers Park,Other N/NW Side,Far North Side,23939,8.7,18.2,23.6,RP,49,60626,24,24,10,2011,Morning,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,44,60657,19,502,44,2006,Overnight,In-state,PAS
Logan Square,Logan Square,North Side,31908,8.2,14.8,16.8,B4,32,60647,14,498,6,2010,Morning,In-state,Other
Douglas,Other S/SE/SW Side,South Side,23791,18.2,14.3,29.6,D1,3,60616,2,21,6,2009,Morning,In-state,PAS
Lower West Side,Other W Side,West Side,16444,15.8,40.7,25.8,LW,25,60608,10,498,6,2010,Morning,In-state,PAS
Austin,Other W Side,West Side,15957,22.6,24.4,28.6,A3,37,60651,15,0,123,1998,Midday,In-state,PAS
Morgan Park,Other S/SE/SW Side,Far Southwest Side,27149,15,10.8,13.2,MP3,21,60643,22,498,6,2010,Morning,In-state,PAS
Loop,Loop,Central,65526,5.7,3.1,14.7,L,34,60603,1,502,79,2014,Evening,In-state,PAS
North Lawndale,Other W Side,West Side,12034,21.2,27.6,43.1,NL,24,60623,10,25,27,2003,Evening,In-state,PAS
O'Hare,O'Hare,Far North Side,25828,7.1,10.9,15.4,OH,41,60631,16,498,185,2017,Midday,In-state,PAS
Loop,Loop,Central,65526,5.7,3.1,14.7,L,34,60606,1,152,105,2002,Midday,In-state,PAS
Humboldt Park,Other W Side,West Side,13781,17.3,35.4,33.9,HP1,26,60651,14,498,6,2002,Morning,In-state,PAS
Edgewater,Other N/NW Side,Far North Side,33385,9.2,9.7,18.2,A1,48,60640,20,20,10,2008,Evening,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,44,60657,19,498,65,2014,Morning,In-state,PAS
Bridgeport,Other S/SE/SW Side,South Side,22694,13.7,22.2,18.9,B3,11,60608,9,9,155,2014,Morning,In-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,WP3,1,60622,14,498,6,2009,Morning,In-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,WP3,32,60647,14,502,10,2013,Overnight,Out-of-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,WP3,1,60622,14,498,123,2008,Morning,In-state,PAS
Austin,Other W Side,West Side,15957,22.6,24.4,28.6,A3,28,60644,15,498,123,2005,Midday,In-state,PAS
